#漢字	音標	解釋#('cmn_xn_xs_jg_rx', '榮縣話', '榮縣', '#8B0000', None, None, '來源：<u>Ascendanter</u>整理自《四川方言調查報告》《四川榮縣方言音系及其內部差異研究》', '45 1 1a 陰平 ꜀,21 2 1b 陽平 ꜁,42 3 2 上 ꜂,,214 5 3 去 ꜄', None, None)
緯	uəɪ3	
練	ȵin5	
縈	yn2	
縊	i5	
縎	ku5	
縐	tsoŋ5	
縒	tsʰɔ5	
縖	ɕia5	
縝	tsẽn3	
縟	zu5	
縣	ɕin5	
縪	pi5	
縫	foŋ2	
縫	foŋ5	
縮	su5	
縱	tsoŋ5	
縷	ləʊ3	
總	tsoŋ3	
績	tɕi5	
繁	fã2	
繃	pẽn1	白讀，表示（褲腰帶等）約束過緊。如：～爛了
繃	poŋ1	文讀
繫	tɕi5	
繓	tsɔ5	一撮
織	tsɿ5	
繘	ye5	
繞	zɑʊ3	绕城高速
繞	zɑʊ5	绕口令
繡	ɕiəʊ5	
繩	sẽn2	
繩	suẽn2	
繪	xuəɪ5	
繫	ɕi5	
繬	se5	
繭	tɕin3	
繰	tɕʰiɑʊ1	
繳	tɕiɑʊ3	
繶	i5	
繹	i5	
繼	tɕi5	
纂	tsuã5	
纅	yo5	
纈	ɕie5	
續	su5	
續	ɕy5	
纏	tsʰã2	
纓	in1	
纔	tsʰɐɪ2	
纖	tɕʰin1	
纛	tu5	
纜	lã3	
缶	foŋ3	
缸	kã1	
缺	tɕʰye5	
缽	pɔ5	
罊	kʰe5	
罐	kuã5	
罕	xã3	
罣	tu5	
罩	tsɑʊ5	
罪	tsuəɪ5	
罬	tsɔ5	
罭	y5	
置	tsɿ5	
罰	fa5	
罰	fa1	
署	su3	
罵	ma5	
罷	pɐɪ5	
罼	pi5	
羅	lɔ2	
羈	tɕi1	
羊	iã2	
羌	tɕʰiã1	
羍	tʰa5	
美	məɪ3	
羔	kɑʊ1	
羞	ɕiəʊ1	
羣	tɕʰyn2	
羨	ɕin5	
義	ȵi5	
羯	tɕie5	
羹	kẽn1	
羽	y3	
翁	ʋ̩ŋ1	
翁	ʋ̩ŋ5	
翅	tsɿ5	白
翈	ɕia5	
翉	pʰẽn3	
翊	i5	
翌	i5	
翐	tsʰɿ5	
習	ɕi5	
翕	ɕi5	
翖	ɕi5	
翜	tsa5	
翟	tsʰe5	
翟	ti5	江淮之間謂雉靑質五色皆備曰翟書
翠	tsʰuəɪ5	
翣	tsa5	
翮	xe5	
翮	li5	
翰	xã5	
翹	tɕʰiɑʊ5	
翹	tɕʰiɑʊ1	
翻	fã1	
翼	i5	
耀	iɑʊ5	
老	lɑʊ3	
考	kʰɑʊ3	
者	tse3	
耆	tɕʰi2	
耋	tie5	
而	ɚ2	
耍	sua1	
耐	nɐɪ5	
耕	kẽn1	
耗	xɑʊ5	
耠	xɔ5	
耤	tɕi5	
耨	ləʊ5	
耩	tɕiã3	
耫	tsa5	
耫	tse5	
耳	ɚ3	
耶	ie1	
耷	ta5	可表示女生下垂的編好的頭髮，同（𩭆）
耽	tã1	
耿	kẽn3	
聅	tsʰe5	
聉	ua5	～顏：（看起來）無知的樣子
聉	tsua5	聾
聊	liɑʊ2	
聐	ia5	
聑	tʰie5	
聒	kɔ5	
聖	sẽn5	
聘	pʰin5	
聚	tɕy5	
聝	kɔ5	
聞	uẽn2	
聯	lin2	
聰	tsʰoŋ1	
聲	sẽn1	
聶	ȵie5	
職	tsɿ5	
聽	tʰin5	
聾	loŋ1	
聿	ye5	
肄	i5	
肅	su5	
肆	sɿ5	
肉	zu5	
肊	i5	
肌	tɕi1	
肏	tsʰɑʊ5	借詞
肘	tsəʊ3	
肚	tu3	动物的
肚	tu5	人的肚皮
肚	tu1	人的肚皮
肛	kã1	
肝	kã1	
股	ku3	
肢	tsɿ1	
肥	fəɪ2	
肩	tɕin1	
肪	fã1	
肫	tsẽn1	
肯	kʰẽn3	
育	y5	
肴	iɑʊ2	
肸	ɕi5	
肺	fəɪ5	
胃	uəɪ5	
胅	tie5	
胇	pi5	
背	pəɪ1	
背	pəɪ5	
胎	tʰɐɪ1	
胐	kʰu5	
胖	pʰã5	
胚	pʰəɪ1	
胛	tɕia5	
胞	pɑʊ1	
胡	fʋ̩2	
胥	sy5	
胦	iã1	
胩	kʰa5	胯部
胳	kɔ5	
胸	ɕyŋ1	
能	nẽn2	
脂	tsɿ1	
脅	ɕie5	
脆	tsʰuəɪ5	
脈	me5	
脊	tɕi5	
脖	pu5	
脫	tʰɔ5	
脯	pʰu2	
脯	fʋ̩3	
脹	tsã5	
脾	pʰi2	
腋	i5	
腎	sẽn5	
腏	tsɔ5	
腐	fʋ̩3	
腑	fʋ̩3	
腔	tɕʰiã1	
腕	uã3	
腛	ɔ5	
腡	lɔ2	
腥	ɕin1	
腦	nɑʊ3	
腫	tsoŋ3	
腮	sɐɪ1	
腯	tʰu5	
腰	iɑʊ1	
腱	tɕin5	
腳	tɕyo5	
腸	tsʰã2	
腹	fʋ̩5	
腽	ʋ̩5	
腿	tʰuəɪ3	
膀	pʰã3	膀子，即猪肘
膀	pã3	肩膀
膀	pʰã2	膀胱
膁	tɕin1	软膁
膁	tɕʰin1	软膁
膈	ke5	
膉	i5	
膊	pʰɔ5	
膌	tɕi5	
膏	kɑʊ1	
膕	kɔ5	
膚	fʋ̩1	
膜	mɔ5	
膜	mu2	
膝	tɕʰi5	
膠	tɕiɑʊ1	
膨	pʰẽn2	
膩	ȵi5	
膬	tɕʰye5	
膳	sã5	
膻	sã5	
膽	tã3	
膿	noŋ2	
臀	tʰẽn2	
臂	pəɪ5	
臆	i5	
臉	lin3	
臊	sɑʊ1	
臍	tɕi1	肚臍眼
臍	tɕʰi2	
臒	ɔ5	
臟	tsã5	
臘	la5	
臛	xɔ5	
臣	tsẽn2	
臥	ɔ5	
臧	tsã1	
臨	lin2	
臩	tɕyn3	
自	tsɿ5	
臬	ȵie5	
臭	tsʰəʊ5	
臲	ȵie5	
至	tsɿ5	
致	tsɿ5	
臸	zɿ5	
臺	tʰɐɪ1	臺州
臺	tʰɐɪ2	
臻	tsẽn1	
臼	tɕiəʊ5	
臿	tsʰa5	
舀	iɑʊ2	
舂	tsʰoŋ1	
舄	ɕi5	
舅	tɕiəʊ5	
舅	tɕiəʊ1	
與	y3	
與	y5	参与
興	ɕin1	
興	ɕin5	
舉	tɕy3	
舊	tɕiəʊ5	
舊	tɕiəʊ1	
舌	se5	
舍	se5	
舒	su1	
舔	tʰin3	
舛	tsʰuã3	
舜	suẽn5	
舝	ɕia5	
舞	ʋ̩3	
舟	tsəʊ1	
航	xã2	
般	pã1	
舳	tsu5	
舵	tɔ5	
舶	pe5	
船	tsʰuã2	
艇	tʰin3	
艗	li5	
艦	tɕin5	
良	liã2	
艱	tɕin1	
色	se5	
艴	pu5	
艴	fʋ̩5	
艷	in5	
艾	ŋɐɪ5	
芅	i5	
芋	y5	
芋	y1	
芍	sɔ5	
芒	mã2	
芙	fʋ̩1	
芙	fʋ̩2	
芛	ye5	
芝	tsɿ1	
芥	tɕie5	借音
芨	tɕi5	
芨	tɕie5	
芫	yn2	
芬	fẽn1	
芭	pa1	
花	xua1	
芳	fã1	
芴	ʋ̩5	
芵	tɕye5	
芹	tɕʰin2	
芻	tsʰu2	
芽	ia2	
芾	fʋ̩5	
苑	yn2	
苔	tʰɐɪ2	
苖	ti5	
苗	miɑʊ2	
苘	tɕʰyn3	
苙	li5	
苛	kʰɔ1	
苜	mu5	
苟	kəʊ3	
若	zɔ5	
苦	kʰu3	
苧	tsu5	
英	in1	
苵	tie5	
苶	ze5	
苾	pi5	
茁	tsɔ5	
茂	moŋ5	
茄	tɕia3	茄克（Jacket）
茄	tɕʰye2	蕃茄
茅	mɑʊ2	
茇	pɔ5	
茖	ke5	
茨	tsɿ2	茨菰，俗写做“慈姑”
茫	mã2	
茯	fʋ̩5	
茲	tsʰɿ2	
茶	tsʰa2	
茸	zoŋ2	
茿	tsu5	
荀	ɕyn2	
草	tsʰɑʊ3	
荊	tɕin1	
荎	tie5	
荒	xuã1	
荔	li5	
蓀	sẽn1	
荲	li5	
荷	xɔ2	荷花池
荷	xɔ5	负荷
荽	ɕy1	
莂	pie5	
莈	mu5	
莊	tsuã1	
莋	tsɔ5	
莔	ɕi5	
莖	tɕin1	
莠	iəʊ3	
莡	tsʰɔ5	
莢	tɕia5	
莧	xã1	
莫	mɔ5	
莽	mã3	
菊	tɕʰy5	
菌	tɕyn5	
菜	tsʰɐɪ5	
菥	ɕi5	
菨	tɕie5	
菩	pʰu2	
華	xua2	
華	xua5	
菰	ku1	茨菰，俗写做“慈姑”
菱	lin2	
菲	fəɪ3	
菽	su5	
菿	tsɔ5	
萄	tʰɑʊ2	
萌	mẽn2	
萬	uã3	千艱～難
萬	uã5	
萴	tse5	
萺	mu5	
落	lɔ5	
落	lɔ1	
葃	tsɔ5	
葃	tse5	
葉	ie5	
葖	tʰu5	
著	tsɔ5	着落、着火
著	tsʰɔ1	睡著
葚	sẽn5	
葛	kɔ5	
董	toŋ3	
葦	uəɪ3	
葬	tsã5	
葯	yo5	
葵	kʰuəɪ2	
葷	xuẽn1	
葺	tɕʰi5	
蒐	səʊ1	
蒓	suẽn2	
蒙	moŋ1	
蒙	moŋ2	
蒚	xe5	
蒚	li5	
蒛	tɕʰye5	
蒜	suã5	
蒮	y5	
蒯	kʰuɐɪ5	
蒲	pʰu2	
蒴	sɔ5	
蒸	tsẽn1	
蒹	tɕin1	
蒺	tɕi5	
蒼	tsʰã1	
蒿	xɑʊ1	
蓂	mi5	
蓄	ɕy5	
蓆	ɕi5	
蓇	ku5	
蓋	kɐɪ5	
蓑	sɔ1	
蓧	ti5	
蓨	tʰi5	
蓩	mu5	
蓫	tsu5	
蓬	pʰoŋ2	
蓮	ȵin2	
蓻	tɕi5	
蓼	lu5	
蓽	pi5	
蓿	ɕy1	
蔋	ti5	
蔎	se5	
蔑	mie5	
蔔	pu5	
蔗	tsa5	
蔟	tsʰu5	
蔡	tsʰɐɪ5	
蔣	tɕiã3	
蔤	mi5	
蔥	tsʰoŋ1	
蔫	in1	
蔬	su1	
蔭	in1	
蔭	in5	
蔱	sa5	
蔻	kʰəʊ5	
蔽	pi5	
蕀	tɕi5	
蕈	ɕin5	
蕊	zuəɪ3	
蕚	ŋɔ5	
蕝	tɕye5	
蕞	tsɔ5	
蕨	tɕye5	
蕩	tã5	蕩街
蕭	ɕiɑʊ1	
薂	ɕi5	
薄	pɔ5	
薄	pɔ5	薄荷
薅	xɑʊ1	
薇	uəɪ2	
薑	tɕiã1	
薛	ɕye5	
薦	tɕin5	
薩	sa3	
薩	sa1	菩萨，拉萨
薩	sa5	
薪	ɕin1	
薯	su3	蕃薯
薰	ɕyn1	
薺	tɕi5	
薺	tɕʰi2	
藉	tɕi5	
藉	tɕie5	
藍	lã2	
藏	tsã5	
藏	tsʰã2	
藐	miɑʊ3	
藑	tɕʰyn2	
藒	tɕʰie5	
蘚	ɕyn3	
藕	ŋəʊ3	
藚	su5	
藝	ȵi5	
藠	tɕiɑʊ5	藠头，植物名称
藠	tɕiɑʊ1	藠头，植物名称
藠	tɕyn5	苦藠，植物名称
藤	tʰẽn2	
藥	yo5	
藩	fã1	
藶	li5	
藹	ŋɐɪ3	
藿	xɔ5	
蘀	tʰɔ5	
蘇	su1	
蘊	yn5	
蘚	ɕyn3	
蘥	yo5	
蘭	lã2	
蘸	tsã5	
虉	li5	
虌	pie5	
虎	fʋ̩3	
虐	yo5	
虔	tɕʰin2	
處	tsʰu1	
處	tsʰu3	
處	tsʰu5	老派不用
虛	ɕy5	
虜	lu3	
虞	y2	
號	xɑʊ5	
號	xɑʊ1	
虢	kue5	
虧	kʰuəɪ1	
虴	tse5	
虹	xoŋ2	
蚅	ŋe5	
蚇	tsʰɿ5	
蚊	uẽn2	
蚌	pã5	白讀1，如：～殼
蚌	pã5	
蚏	ye5	
蚗	tɕye5	
蚞	mu5	
蚤	tsɑʊ3	
蚶	xã1	
蚻	tsa5	
蛆	tɕʰy1	
蛇	se2	
蛈	tʰie5	
蛋	tã5	
蛋	tã1	
蛒	ke5	
蛙	ua1	
蛛	tsu1	
蛞	kue5	
蛡	i5	
蛣	tɕʰi5	
蛥	se5	
蛭	tsɿ5	
蛺	tɕia5	
蛾	ɔ2	
蜀	su5	
蜂	foŋ1	
蜇	tse5	
蜐	tɕie5	
蜒	in2	
蜓	tʰin2	
蜜	mi5	
蜟	y5	
蜥	ɕi5	
蜨	ɕie5	
蜮	xue5	
蜮	y5	
蜴	i5	
蜹	zɔ5	
蜻	tɕʰin1	
蝁	ŋɔ5	
蝃	tsuɐɪ5	蝃蜘蛛
蝍	tɕi5	
蝍	tɕie5	
蝕	sɿ5	
蝗	xuã2	
蝙	pin3	
蝟	uəɪ5	
蝠	fʋ̩5	
蝦	ɕia1	
蝳	tu5	
蝶	tie5	
蝷	li5	
蝸	ɔ1	
螂	lã2	
融	yŋ2	
融	yŋ3	
螖	xua5	
螢	yn2	
螣	tʰe5	
螫	sɿ5	
螲	tsɿ5	
螳	tʰã2	
螺	lɔ2	
蟄	tse5	
蟆	ma1	
蟈	kɔ5	
蟊	mɑʊ2	
蟋	ɕi5	
蟙	tsɿ5	
蟨	tɕye5	
蟬	sã2	
蟲	tsʰoŋ2	
蟶	tsẽn1	
蟹	xɐɪ3	
蟹	ɕie5	
蟻	ȵi3	老派
蟻	i5	
蠅	in2	
蠈	tse5	
蠍	ɕie5	
蠑	yn2	
蠖	ɔ5	
蠗	tsɔ5	
蠚	xɔ5	1.～蔴：一种植物 2.作動詞，表示使身上發癢
蠛	mie5	
蠞	tɕie5	
蠟	la5	
蠢	tsʰuẽn3	
蠮	ie5	
蠱	ku3	
蠶	tsʰã2	
蠹	tu5	
蠻	mã2	
血	ɕye5	
衊	mie5	
行	xã2	
行	ɕin2	
術	su5	
街	kɐɪ1	
衙	ŋa2	
衛	uəɪ5	
衝	tsʰoŋ1	
衝	tsʰoŋ5	
衡	xẽn2	
衣	i1	
表	piɑʊ3	
衩	tsʰa3	衩～褲
衰	suɐɪ1	
衱	tɕie5	
衲	na5	
衵	zɿ5	
衹	tsɿ3	
袁	yn2	
袋	tɐɪ5	
袋	tɐɪ1	
袍	pʰɑʊ2	
袕	ɕye5	
袖	ɕiəʊ5	
袚	pɔ5	
袜	mɔ5	
袠	tsʰɿ5	
袥	tʰɔ5	
被	pəɪ5	
被	pəɪ1	
袱	fʋ̩5	
袷	tɕia5	
袺	tɕie5	
裁	tsʰɐɪ2	
裂	lie5	
裏	i3	仅用于词组“里头”
裏	li3	
裕	y5	
裙	tɕʰyn2	
裛	i5	
裛	ie5	
補	pu3	
裝	tsuã1	
裨	pi5	
裰	tɔ5	
裳	sã2	
裹	kɔ3	
裻	su5	
製	tsɿ5	
複	fʋ̩5	
褉	ɕie5	
褋	tie5	
褐	xɔ5	
褒	pɑʊ1	
褡	ta5	
褥	zu5	
褪	tʰuəɪ5	
褮	in2	
褮	yn2	
褯	tɕie5	
褲	kʰu5	
褶	tsɿ5	
褺	tie5	
褻	ɕie5	
襀	tɕi5	
襄	ɕiã1	
襊	tsʰɔ5	
襋	tɕi5	
襏	pɔ5	
襒	pie5	
襖	ŋɑʊ3	
襗	i5	
襞	pi5	
襟	tɕin1	
襪	ua5	
襫	sɿ5	
襭	ɕie5	
襯	tsʰẽn5	
襲	ɕi5	
襻	pʰã5	
西	ɕi1	
要	iɑʊ1	
要	iɑʊ5	
覆	fʋ̩5	
覈	xe5	
見	tɕin5	
規	kuəɪ1	
覓	mi5	
覕	mie5	
視	sɿ5	
覛	mi5	
覡	ɕi5	
親	tɕʰin1	
覭	mi5	
覺	kɑʊ5	
覺	tɕiɑʊ5	
覺	tɕyo5	
覽	lã3	
覿	ti5	
觀	kuã1	
觀	kuã5	
角	kɔ5	
角	tɕyo5	仅用于人民币的计量单位
角	tɕyo5	角色
觖	tɕye5	
觡	ke5	
解	kɐɪ3	
解	ɕiɐɪ5	姓氏
解	tɕiɐɪ3	文讀
觱	pi5	
觸	tsu5	
觼	tɕye5	
言	in2	
訂	tin5	
訃	pʰɔ5	
訃	fʋ̩5	
計	tɕi5	
訊	ɕyn5	
訌	kã5	
討	tʰɑʊ3	
訐	tɕie5	
訓	ɕyn5	
訕	sã5	
訖	tɕi5	
託	tʰɔ5	
記	tɕi5	
訛	ŋɔ2	
訝	ia5	
訟	soŋ5	
訣	tɕye5	
訪	fã3	
設	se5	
許	ɕy3	
訴	su5	
訶	xɔ1	表示哄騙
訹	ɕy5	
診	tsẽn1	門～
診	tsẽn3	新
診	tsẽn1	老
詄	tie5	
詐	tsa5	
詔	tsɑʊ5	
評	pʰin2	
詞	tsʰɿ2	
詠	yn3	
詢	ɕyn5	
詣	li5	
詥	xɔ5	
試	sɿ5	
詧	tsʰa5	
詧	tɕʰie5	
詩	sɿ1	
詫	tsʰa5	
詭	kuəɪ3	
詰	tɕʰi5	
話	ua5	
該	kɐɪ1	
詳	ɕiã2	
詻	ŋe5	
詼	xuəɪ1	
誅	tsu1	
誌	tsɿ5	
認	zẽn5	
認	zẽn1	
誓	sɿ5	
誕	tã5	
誖	pu5	
誘	iəʊ5	
語	y2	
誠	tsẽn2	
誣	ʋ̩1	
誤	ʋ̩5	
誦	soŋ5	
說	sɔ5	
說	suəɪ5	
誰	sɐɪ2	罕用
誰	səɪ2	
誰	suəɪ2	
課	kʰɔ5	
誻	tʰa5	
誼	ȵi5	
調	tiɑʊ5	
調	tʰiɑʊ2	
諄	tsẽn1	
談	tʰã2	
請	tɕʰin3	
諎	tse5	
諑	tsɔ5	
諒	liã5	
論	lẽn2	
論	lẽn5	
諜	tie5	
諧	ɕiɐɪ2	
諫	tɕin5	
諱	xuəɪ5	
諳	ŋã1	文讀音
諳	ŋã2	白讀，表示推測，估計
諷	foŋ3	
諸	tsu1	
諺	in5	
諽	ke5	
諽	kʰe5	
諾	nɔ5	
諿	tɕʰi5	
謀	moŋ2	
謁	ie5	
謂	uəɪ5	
謄	tʰẽn2	
謊	xuã3	
謍	yn2	
謎	mi2	
謐	mi5	
謔	ɕyo5	
謗	pã5	
謙	tɕʰin1	
講	tɕiã3	
謝	ɕie5	
謞	xɔ5	
謠	iɑʊ2	
謨	mɔ5	
謫	tse5	
謬	miɑʊ5	
謮	tse5	
謳	ŋəʊ1	
謹	tɕin3	
證	tsẽn5	
譎	tɕye5	
譏	tɕi1	
識	sɿ5	
譚	tʰã2	
譜	pʰu3	
警	tɕin3	
譬	pʰəɪ5	
譯	i5	
議	ȵi5	
譶	tʰa5	
護	fʋ̩5	
譽	y5	
讀	tu5	
讁	tse5	
變	pin5	
讎	tsʰəʊ2	
讒	tsʰã2	
讓	zã5	
讟	tu5	
豁	xɔ1	动词，骗人
豁	xɔ5	豁达
豄	tu5	
豆	təʊ5	
豈	tɕʰi3	
豉	sɿ5	
豌	uã1	
豎	su5	
豐	foŋ1	
豕	sɿ3	
豚	tʰẽn2	
豛	y5	
豟	ŋe5	
象	ɕiã5	
象	tɕʰiã5	白讀
豪	xɑʊ2	
豫	y5	
豬	tsu1	
豹	pɑʊ5	
豺	tsʰɐɪ2	
貂	tiɑʊ1	
貈	xɔ5	
貉	xɔ5	
貌	mɑʊ5	
貓	mɑʊ1	
貖	ŋe5	
貝	pəɪ5	
貞	tsẽn1	
負	fʋ̩5	
財	tsʰɐɪ2	
貢	koŋ5	
貣	tʰe5	
貧	pʰin2	
貨	xɔ5	
販	fã5	
貪	tʰã1	
貫	kuã5	
責	tse5	
貳	ɚ5	
貴	kuəɪ5	
貶	pin1	
買	mɐɪ3	
貸	tɐɪ5	
貺	xuã5	
費	fəɪ5	
貼	tʰie5	
貽	i2	
貿	moŋ5	
賀	xɔ5	
賁	pẽn1	
賂	lu5	
賃	lin5	
賄	xuəɪ5	
資	tsɿ1	
賈	tɕia3	
賈	ku3	
賉	ɕy5	
賊	tsuei2	
賒	se1	
賓	pin1	
賜	tsʰɿ5	
賞	sã3	
賠	pʰəɪ2	
賢	ɕin2	
賣	mɐɪ5	
賣	mɐɪ1	
賤	tɕin5	
賦	fʋ̩5	
質	tsɿ5	
賬	tsã5	
賭	tu3	
賴	lɐɪ5	
賺	tsuã5	
購	kəʊ5	
賽	sɐɪ5	
賾	tse5	
贅	tsuəɪ5	
贈	tsẽn5	
贊	tsã5	
贍	sã5	
贏	in2	
贓	tsã1	
贕	tu5	
贖	su5	
赤	tsʰɿ5	
赥	ɕi5	
赦	se5	
赫	xe5	
走	tsəʊ3	
赴	fʋ̩5	
起	tɕʰi2	读单字不用
起	tɕʰi3	
起	tɕi3	读单字不用
赹	tɕʰyn2	
赽	tɕye5	
趁	tsʰẽn5	
趃	tie5	
超	tsʰɑʊ1	
越	ye5	
趌	tɕi5	
趌	tɕie5	
趏	tɕʰia5	
趏	kua5	
趒	tʰiɑʊ2	表示逃跑
趕	kã3	
趖	sɔ1	
趙	tsɑʊ5	
趞	tɕʰyo5	
趟	tʰã5	
趠	tsʰɔ5	
趨	tɕʰy1	
趩	tsʰɿ5	
趯	tʰi5	
足	tsu5	
足	tɕyo5	训读
趹	tɕye5	
趾	tsɿ3	
趿	sa5	
跅	tʰɔ5	
跋	pʰa5	
跌	tie5	
跍	kʰu2	動詞，表示蹲下,同（躣）
跑	pʰɑʊ3	
跕	tie5	
跖	tsɿ5	
跛	pɐɪ1	跛子，跛腳杆
距	tɕy5	
跟	kẽn1	
跡	tɕi5	
跨	kʰa2	白讀，可能不是本字
跨	kʰua5	
跪	kuəɪ1	跪跟地下
跪	kuəɪ5	
跮	tsʰɿ5	
路	lu5	
路	lu1	
跳	tʰiɑʊ5	
踄	pɔ5	
踏	tʰa5	
踏	tʰa1	
踐	tɕin5	
踔	tsʰɔ5	
踖	tɕi5	
踖	tɕʰyo5	
踛	lu5	
踢	tʰi5	
踧	ti5	
踩	tsʰɐɪ3	
踱	tɔ5	
蹀	tie5	
蹃	le5	
蹄	tʰi2	
蹈	tɑʊ5	
蹊	ɕi1	
蹋	tʰa5	
蹐	tɕi5	
蹕	pi5	
蹙	tsu5	
蹟	tɕi5	
蹠	tsɿ5	
蹢	ti5	
蹤	tsoŋ1	
蹦	poŋ5	
蹲	tẽn1	
蹴	tɕʰy5	
蹶	tɕye5	
蹷	tɕye5	
蹹	tʰa5	
躁	tsɑʊ5	
躂	ta5	動詞，表示跌倒
躃	pi5	
躄	pi5	
躍	iɑʊ5	借音，大跃进
躑	tsɿ5	
躒	nɔ5	
躒	li5	
躓	tsɿ5	
躞	ɕie5	
躢	tʰa5	
躩	tɕʰyo5	
身	sẽn1	
躬	koŋ1	
躲	tɔ3	
躺	tʰã3	
軄	tsɿ5	
車	tsʰe1	
車	tɕy1	
軋	ŋa1	白讀，作動詞
軋	ia5	
軌	kuəɪ3	
軍	tɕyn1	
軒	ɕyn1	
軟	zuã3	
軶	ŋe5	
軸	tsu5	
軻	kʰɔ1	
軼	i5	
軾	sɿ5	
較	tɕiɑʊ5	
載	tsɐɪ3	
載	tsɐɪ5	
輔	fʋ̩3	
輕	tɕʰin1	
輛	liã5	
輜	tsɿ1	
輝	xuəɪ1	
輟	tsʰɔ5	
輦	lin3	
輩	pəɪ5	
輪	lẽn2	輪胎
輯	tɕi5	
輸	su1	
轂	ku5	
轄	ɕia5	
轉	tsuã1	
轉	tsuã5	
轍	tse5	
轎	tɕiɑʊ5	
轖	se5	
轚	tɕi5	
轟	xoŋ1	
轢	nɔ5	
轢	li5	
辛	ɕin1	
辜	ku1	
辢	la5	
辦	pã5	
辨	pin5	
辭	tsʰɿ2	
辮	pin5	
辯	pin5	
辰	sẽn2	
辱	zu5	
農	noŋ2	
迂	y1	
迄	tɕʰi5	
迅	ɕyn5	
迊	tsa5	
迎	in2	
近	tɕin5	
近	tɕin1	
迓	ia5	
迥	tɕin3	
迪	ti5	
迫	pʰe5	
迭	tie5	
迮	tse5	
述	su5	
迷	mi2	
迸	poŋ5	
追	tsuəɪ1	
退	tʰuəɪ5	
送	soŋ5	
逃	tʰɑʊ2	
逆	li5	
透	tʰəʊ5	
逐	tsu5	
途	tʰu2	
逖	tʰi5	
逗	təʊ1	白讀，作動詞，表示哄，挑逗
逗	təʊ5	
這	tse1	俗字，做代词，本字不详
通	tʰoŋ1	
逛	kuã5	
逝	sɿ5	
逞	tsʰẽn3	
速	su5	
造	tsɑʊ5	造孽
造	tsʰɑʊ1	
逢	foŋ2	
連	lin2	
逪	tsʰɔ5	
進	tɕin5	
逴	tsʰɔ5	
逵	kʰuəɪ2	
逷	tʰi5	
逸	i5	
逼	pi5	
逼	pi1	
逾	y2	
逾	y5	
遁	tẽn5	
遂	ɕy5	
遇	y5	
遊	iəʊ2	
運	yn5	
遍	pʰin5	
過	kɔ5	
遏	ɔ5	
遐	ɕia2	
道	tɑʊ5	
道	tɑʊ1	
達	ta5	
違	uəɪ2	
遜	ɕyn5	
遝	tʰa5	
遞	ti5	
遠	yn3	
遢	tʰa5	
遣	tɕʰin3	
適	sɿ5	
遬	tsʰɿ5	
遭	tsɑʊ2	白讀，表示被動
遮	tse1	
遲	tsʰɿ2	
遵	tsẽn1	
遷	tɕʰin1	
選	ɕyn1	
遹	ye5	
遺	i2	
遼	liɑʊ2	
遽	tɕy5	
避	pi5	
避	pʰi5	罕用
邀	iɑʊ1	
邁	mɐɪ5	
還	xɐɪ2	白讀
邇	ɚ3	
邈	mɔ5	
邊	pin1	
邋	la5	
邏	lɔ5	
邑	i5	
邛	tɕʰyŋ2	
那	le1	白读
邦	pã1	
邪	ɕie2	
邯	xã2	
邲	pi5	
邵	sɑʊ5	
郃	xɔ5	
郅	tsɿ5	
郆	tɕi5	
郊	tɕiɑʊ1	
郎	lã2	
郝	xɔ5	
郡	tɕyn5	
郣	pu5	
部	pu5	
郭	kɔ5	
郭	kue5	
郵	iəʊ2	
都	tu1	成都
鄂	ŋɔ5	
鄉	ɕiã1	
鄒	tsəʊ1	
鄓	ie5	
鄗	xɔ5	
鄙	pi3	
鄚	mɔ5	
鄧	tẽn5	
鄨	pie5	水名在牂牁
鄭	tsẽn5	
鄰	lin2	
鄴	ȵie5	
酆	foŋ1	
酈	li5	
酉	iəʊ3	
酌	tsɔ5	
配	pʰəɪ5	
酒	tɕiəʊ3	
酢	tsɔ5	
酣	xã1	
酥	su1	
酪	nɔ5	
酬	tsʰəʊ2	
酵	tɕiɑʊ5	误读
酵	ɕiɑʊ5	文讀
酷	kʰu5	
酸	suã1	
醇	suẽn2	
醇	tsʰuẽn2	又音
醉	tsuəɪ5	
醊	tsɔ5	
醋	tsʰu5	
醒	ɕin3	
醜	tsʰəʊ3	
醟	yn5	
醫	i1	
醬	tɕiã5	
醳	i5	
醷	i5	
釀	ȵiã5	
釁	ɕin5	
釅	in5	形容詞，用來形容荼，酒等飲料味濃厚
采	tsʰɐɪ3	
釉	iəʊ5	
釋	sɿ5	
重	tsoŋ5	
重	tsoŋ1	
重	tsʰoŋ2	
野	ie3	
量	liã2	
量	liã5	
金	tɕin1	
釘	tin1	
釘	tin5	
釜	fʋ̩3	
針	tsẽn1	
釣	tiɑʊ5	
釳	ɕi5	
釴	i5	
釵	tsʰɐɪ1	
鈅	ye5	
鈌	tɕye5	
鈍	tẽn5	
鈒	se5	
鈔	tsʰɑʊ1	
鈞	tɕyn1	
鈠	y5	
鈧	kʰã5	
鈰	sɿ5	
鈴	ȵin2	
鈼	tsɔ5	
鈿	tin5	錢
鉀	tɕia5	
鉍	pi5	
鉐	sɿ5	
鉗	tɕʰin2	
鉛	tɕʰin1	
鉛	yn2	现已罕用
鉞	ye5	
鉠	iã1	
鉣	tɕie5	
鉤	kəʊ1	
鉸	tɕiɑʊ3	
鉻	ke5	
鉽	sɿ5	
